playerID,HR,AB,From,To,tH,walks,PA,TB,OBP,SLG,OPS,yearID,votedBy,ballots,needed,votes,inducted,category,needed_note,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate,Player
aaronha01,755,12364,1954,1976,3771,1434,13919,6856,0.3739492779653711,0.5545131025558072,0.9284623805211782,1982,BBWAA,415,312,406,Y,Player,NA,1934,2,5,USA,AL,Mobile,2021,1,22,USA,GA,Atlanta,Hank,Aaron,Henry Louis,180,72,R,R,1954-04-13,1976-10-03,aaroh101,aaronha01,2021-01-22,1934-02-05,Hank Aaron
alomaro01,210,9073,1988,2004,2724,1082,10252,4018,0.37124463519313305,0.4428524192659539,0.814097054459087,2011,BBWAA,581,436,523,Y,Player,NA,1968,2,5,P.R.,NA,Ponce,NA,NA,NA,NA,NA,NA,Roberto,Alomar,Roberto,184,72,B,R,1988-04-22,2004-09-05,alomr001,alomaro01,NA,1968-02-05,Roberto Alomar
ansonca01,97,10281,1871,1897,3435,1016,11297,4592,0.3939984066566345,0.44664915864215543,0.8406475652987899,1939,Old Timers,NA,NA,NA,Y,Player,NA,1852,4,17,USA,IA,Marshalltown,1922,4,14,USA,IL,Chicago,Cap,Anson,Adrian Constantine,227,72,R,R,1871-05-06,1897-10-03,ansoc101,ansonca01,1922-04-14,1852-04-17,Cap Anson
aparilu01,83,10230,1956,1973,2677,763,11069,3504,0.3107778480440871,0.34252199413489737,0.6532998421789844,1984,BBWAA,403,303,341,Y,Player,NA,1934,4,29,Venezuela,Zulia,Maracaibo,NA,NA,NA,NA,NA,NA,Luis,Aparicio,Luis Ernesto,160,69,R,R,1956-04-17,1973-09-28,aparl101,aparilu01,NA,1934-04-29,Luis Aparicio
applilu01,45,8856,1930,1950,2749,1313,10169,3528,0.3994493067164913,0.3983739837398374,0.7978232904563287,1964,Run Off,201,NA,189,Y,Player,1st,1907,4,2,USA,NC,High Point,1991,1,3,USA,GA,Cumming,Luke,Appling,Lucius Benjamin,183,70,R,R,1930-09-10,1950-10-01,appll101,applilu01,1991-01-03,1907-04-02,Luke Appling
ashburi01,29,8365,1948,1962,2574,1241,9624,3196,0.396404821280133,0.382068141063957,0.77847296234409,1995,Veterans,NA,NA,NA,Y,Player,NA,1927,3,19,USA,NE,Tilden,1997,9,9,USA,NY,New York,Richie,Ashburn,Don Richard,170,70,L,R,1948-04-20,1962-09-30,ashbr101,ashburi01,1997-09-09,1927-03-19,Richie Ashburn
averiea01,238,6353,1929,1941,2019,807,7160,3390,0.3946927374301676,0.5336061703132379,0.9282989077434054,1975,Veterans,NA,NA,NA,Y,Player,NA,1902,5,21,USA,WA,Snohomish,1983,8,16,USA,WA,Everett,Earl,Averill,Howard Earl,172,69,L,R,1929-04-16,1941-04-25,avere101,averiea01,1983-08-16,1902-05-21,Earl Averill
bagweje01,449,7797,1991,2005,2314,1529,9428,4213,0.40761561306745864,0.540336026676927,0.9479516397443857,2017,BBWAA,442,332,381,Y,Player,NA,1968,5,27,USA,MA,Boston,NA,NA,NA,NA,NA,NA,Jeff,Bagwell,Jeffrey Robert,195,72,R,R,1991-04-08,2005-10-02,bagwj001,bagweje01,NA,1968-05-27,Jeff Bagwell
baineha01,384,9908,1980,2001,2866,1076,11083,4604,0.3556798700712803,0.4646750100928543,0.8203548801641346,2019,Veterans,NA,NA,NA,Y,Player,NA,1959,3,15,USA,MD,Easton,NA,NA,NA,NA,NA,NA,Harold,Baines,Harold Douglas,175,74,L,L,1980-04-10,2001-09-27,bainh001,baineha01,NA,1959-03-15,Harold Baines
bakerfr01,96,5984,1908,1922,1838,523,6507,2647,0.3628400184416782,0.44234625668449196,0.8051862751261701,1955,Veterans,NA,NA,NA,Y,Player,NA,1886,3,13,USA,MD,Trappe,1963,6,28,USA,MD,Trappe,Home Run,Baker,John Franklin,173,71,L,R,1908-09-21,1922-09-29,bakef102,bakerfr01,1963-06-28,1886-03-13,Home Run Baker
bancrda01,32,7182,1915,1930,2004,850,8032,2574,0.35532868525896416,0.3583959899749373,0.7137246752339015,1971,Veterans,NA,NA,NA,Y,Player,NA,1891,4,20,USA,IA,Sioux City,1972,10,9,USA,WI,Superior,Dave,Bancroft,David James,160,69,B,R,1915-04-14,1930-05-31,bancd101,bancrda01,1972-10-09,1891-04-20,Dave Bancroft
bankser01,512,9421,1953,1971,2583,833,10350,4706,0.33004830917874395,0.4995223437002441,0.8295706528789881,1977,BBWAA,383,288,321,Y,Player,NA,1931,1,31,USA,TX,Dallas,2015,1,23,USA,IL,Chicago,Ernie,Banks,Ernest,180,73,R,R,1953-09-17,1971-09-26,banke101,bankser01,2015-01-23,1931-01-31,Ernie Banks
becklja01,87,9551,1888,1907,2938,799,10350,4160,0.36106280193236717,0.4355564862318082,0.7966192881641754,1971,Veterans,NA,NA,NA,Y,Player,NA,1867,8,4,USA,MO,Hannibal,1918,6,25,USA,MO,Kansas City,Jake,Beckley,Jacob Peter,200,70,L,L,1888-06-20,1907-06-15,beckj103,becklja01,1918-06-25,1867-08-04,Jake Beckley
benchjo01,389,7658,1967,1983,2048,910,8658,3644,0.34164934164934163,0.47584225646382866,0.8174915981131703,1989,BBWAA,447,336,431,Y,Player,NA,1947,12,7,USA,OK,Oklahoma City,NA,NA,NA,NA,NA,NA,Johnny,Bench,Johnny Lee,197,73,R,R,1967-08-28,1983-09-29,bencj101,benchjo01,NA,1947-12-07,Johnny Bench
berrayo01,358,7555,1946,1965,2150,756,8355,3643,0.34781567923399165,0.48219722038385177,0.8300128996178434,1972,BBWAA,396,297,339,Y,Player,NA,1925,5,12,USA,MO,St. Louis,2015,9,22,USA,NJ,West Caldwell,Yogi,Berra,Lawrence Peter,185,67,L,R,1946-09-22,1965-05-09,berry101,berrayo01,2015-09-22,1925-05-12,Yogi Berra
biggicr01,291,10876,1988,2007,3060,1445,12402,4711,0.36324786324786323,0.43315557190143433,0.7964034351492976,2015,BBWAA,549,412,454,Y,Player,NA,1965,12,14,USA,NY,Smithtown,NA,NA,NA,NA,NA,NA,Craig,Biggio,Craig Alan,185,71,R,R,1988-06-26,2007-09-30,biggc001,biggicr01,NA,1965-12-14,Craig Biggio
boggswa01,118,9180,1982,1999,3010,1435,10711,4064,0.41499393147231817,0.44270152505446625,0.8576954565267845,2005,BBWAA,516,387,474,Y,Player,NA,1958,6,15,USA,NE,Omaha,NA,NA,NA,NA,NA,NA,Wade,Boggs,Wade Anthony,190,74,L,R,1982-04-10,1999-08-27,boggw001,boggswa01,NA,1958-06-15,Wade Boggs
bottoji01,219,7471,1922,1937,2313,707,8178,3737,0.36928344338469066,0.5002007763351626,0.8694842197198532,1974,Veterans,NA,NA,NA,Y,Player,NA,1900,4,23,USA,IL,Oglesby,1959,12,11,USA,MO,St. Louis,Jim,Bottomley,James Leroy,180,72,L,L,1922-08-18,1937-09-16,bottj101,bottoji01,1959-12-11,1900-04-23,Jim Bottomley
boudrlo01,68,6029,1938,1952,1779,830,6859,2500,0.3803761481265491,0.4146624647536905,0.7950386128802396,1970,BBWAA,300,225,232,Y,Player,NA,1917,7,17,USA,IL,Harvey,2001,8,10,USA,IL,Olympia Fields,Lou,Boudreau,Louis,185,71,R,R,1938-09-09,1952-08-24,boudl101,boudrlo01,2001-08-10,1917-07-17,Lou Boudreau
bresnro01,26,4481,1897,1915,1252,781,5262,1690,0.3863549980995819,0.3771479580450792,0.7635029561446611,1945,Old Timers,NA,NA,NA,Y,Player,NA,1879,6,11,USA,OH,Toledo,1944,12,4,USA,OH,Toledo,Roger,Bresnahan,Roger Philip,200,69,R,R,1897-08-27,1915-10-03,bresr102,bresnro01,1944-12-04,1879-06-11,Roger Bresnahan
brettge01,317,10349,1973,1993,3154,1129,11598,5044,0.3692878082428005,0.4873900859986472,0.8566778942414477,1999,BBWAA,497,373,488,Y,Player,NA,1953,5,15,USA,WV,Glen Dale,NA,NA,NA,NA,NA,NA,George,Brett,George Howard,185,72,L,R,1973-08-02,1993-10-03,bretg001,brettge01,NA,1953-05-15,George Brett
brocklo01,149,10332,1961,1979,3023,810,11188,4238,0.3425992134429746,0.41018195896244675,0.7527811724054214,1985,BBWAA,395,297,315,Y,Player,NA,1939,6,18,USA,AR,El Dorado,2020,9,6,USA,MO,St. Louis,Lou,Brock,Louis Clark,170,71,L,L,1961-09-10,1979-09-30,brocl102,brocklo01,2020-09-06,1939-06-18,Lou Brock
broutda01,107,6726,1879,1904,2303,945,7671,3498,0.42341285360448444,0.52007136485281,0.9434842184572945,1945,Old Timers,NA,NA,NA,Y,Player,NA,1858,5,8,USA,NY,Sylvan Lake,1932,8,2,USA,NJ,East Orange,Dan,Brouthers,Dennis Joseph,207,74,L,L,1879-06-23,1904-10-04,broud101,broutda01,1932-08-02,1858-05-08,Dan Brouthers
burkeje01,75,8426,1890,1905,2850,1104,9530,3759,0.414900314795383,0.4461191549964396,0.8610194697918225,1946,Old Timers,NA,NA,NA,Y,Player,NA,1868,12,4,USA,WV,Wheeling,1953,5,27,USA,MA,Worcester,Jesse,Burkett,Jesse Cail,155,68,L,L,1890-04-22,1905-10-07,burkj101,burkeje01,1953-05-27,1868-12-04,Jesse Burkett
camparo01,242,4205,1948,1957,1161,563,4786,2101,0.36021730045967404,0.49964328180737216,0.8598605822670462,1969,BBWAA,340,255,270,Y,Player,NA,1921,11,19,USA,PA,Philadelphia,1993,6,26,USA,CA,Woodland Hills,Roy,Campanella,Roy,190,69,R,R,1948-04-20,1957-09-29,campr102,camparo01,1993-06-26,1921-11-19,Roy Campanella
carewro01,92,9315,1967,1985,3053,1043,10422,3998,0.39301477643446553,0.42920021470746106,0.8222149911419265,1991,BBWAA,443,333,401,Y,Player,NA,1945,10,1,Panama,Canal Zone,Gatun,NA,NA,NA,NA,NA,NA,Rod,Carew,Rodney Cline,170,72,L,R,1967-04-11,1985-10-05,carer001,carewro01,NA,1945-10-01,Rod Carew
careyma01,70,9363,1910,1929,2665,1117,10480,3612,0.3608778625954199,0.3857737904517783,0.7466516530471982,1961,Veterans,NA,NA,NA,Y,Player,NA,1890,1,11,USA,IN,Terre Haute,1976,5,30,USA,FL,Miami,Max,Carey,Max George,170,71,B,R,1910-10-03,1929-09-29,carem101,careyma01,1976-05-30,1890-01-11,Max Carey
cartega01,324,7971,1974,1992,2092,916,8986,3497,0.3347429334520365,0.43871534311880567,0.7734582765708422,2003,BBWAA,496,372,387,Y,Player,NA,1954,4,8,USA,CA,Culver City,2012,2,16,USA,FL,West Palm Beach,Gary,Carter,Gary Edmund,205,74,R,R,1974-09-16,1992-09-27,cartg001,cartega01,2012-02-16,1954-04-08,Gary Carter
cepedor01,379,7927,1958,1974,2351,690,8691,3959,0.34990219767575653,0.4994323199192633,0.8493345175950198,1999,Veterans,NA,NA,NA,Y,Player,NA,1937,9,17,P.R.,NA,Ponce,NA,NA,NA,NA,NA,NA,Orlando,Cepeda,Orlando Manuel,210,74,R,R,1958-04-15,1974-09-19,cepeo101,cepedor01,NA,1937-09-17,Orlando Cepeda
chancfr01,20,4299,1898,1914,1274,693,4992,1692,0.39403044871794873,0.3935799023028611,0.7876103510208099,1946,Old Timers,NA,NA,NA,Y,Player,NA,1876,9,9,USA,CA,Fresno,1924,9,15,USA,CA,Los Angeles,Frank,Chance,Frank Leroy,190,72,R,R,1898-04-29,1914-04-21,chanf101,chancfr01,1924-09-15,1876-09-09,Frank Chance
clarkfr01,67,8584,1894,1915,2678,1029,9613,3680,0.38562363466139604,0.42870456663560114,0.8143282012969972,1945,Old Timers,NA,NA,NA,Y,Player,NA,1872,10,3,USA,IA,Winterset,1960,8,14,USA,KS,Winfield,Fred,Clarke,Fred Clifford,165,70,L,R,1894-06-30,1915-09-23,clarf101,clarkfr01,1960-08-14,1872-10-03,Fred Clarke
clemero01,240,9454,1955,1972,3000,656,10176,4492,0.35927672955974843,0.4751427966998096,0.834419526259558,1973,Special Election,NA,NA,NA,Y,Player,NA,1934,8,18,P.R.,NA,Carolina,1972,12,31,P.R.,NA,San Juan,Roberto,Clemente,Roberto,175,71,R,R,1955-04-17,1972-10-03,clemr101,clemero01,1972-12-31,1934-08-18,Roberto Clemente
cobbty01,117,11436,1905,1928,4189,1343,12779,5854,0.43289772282651223,0.5118922700244841,0.9447899928509964,1936,BBWAA,226,170,222,Y,Player,NA,1886,12,18,USA,GA,Narrows,1961,7,17,USA,GA,Atlanta,Ty,Cobb,Tyrus Raymond,175,73,L,R,1905-08-30,1928-09-11,cobbt101,cobbty01,1961-07-17,1886-12-18,Ty Cobb
cochrmi01,119,5169,1925,1937,1652,886,6055,2470,0.41915772089182496,0.4778487134842329,0.8970064343760579,1947,BBWAA,161,121,128,Y,Player,NA,1903,4,6,USA,MA,Bridgewater,1962,6,28,USA,IL,Lake Forest,Mickey,Cochrane,Gordon Stanley,180,70,L,R,1925-04-14,1937-05-25,cochm101,cochrmi01,1962-06-28,1903-04-06,Mickey Cochrane
collied01,47,9949,1906,1930,3315,1576,11525,4268,0.4243817787418655,0.4289878379736657,0.8533696167155311,1939,BBWAA,274,206,213,Y,Player,NA,1887,5,2,USA,NY,Millerton,1951,3,25,USA,MA,Boston,Eddie,Collins,Edward Trowbridge,175,69,L,R,1906-09-17,1930-08-05,colle101,collied01,1951-03-25,1887-05-02,Eddie Collins
colliji01,65,6795,1895,1908,1999,510,7305,2778,0.3434633812457221,0.4088300220750552,0.7522934033207773,1945,Old Timers,NA,NA,NA,Y,Player,NA,1870,1,16,USA,NY,Niagara Falls,1943,3,6,USA,NY,Buffalo,Jimmy,Collins,James Joseph,178,69,R,R,1895-04-19,1908-08-29,collj103,colliji01,1943-03-06,1870-01-16,Jimmy Collins
combsea01,58,5746,1924,1935,1866,687,6433,2657,0.3968599409295818,0.46240863209189004,0.8592685730214719,1970,Veterans,NA,NA,NA,Y,Player,NA,1899,5,14,USA,KY,Pebworth,1976,7,21,USA,KY,Richmond,Earle,Combs,Earle Bryan,185,72,L,R,1924-04-16,1935-09-29,combe101,combsea01,1976-07-21,1899-05-14,Earle Combs
connoro01,138,7797,1880,1897,2467,1041,8838,3788,0.3969223806291016,0.4858278825189175,0.8827502631480191,1976,Veterans,NA,NA,NA,Y,Player,NA,1857,7,1,USA,CT,Waterbury,1931,1,4,USA,CT,Waterbury,Roger,Connor,Roger,220,75,B,L,1880-05-01,1897-05-18,connr102,connoro01,1931-01-04,1857-07-01,Roger Connor
crawfsa01,97,9570,1899,1917,2961,783,10353,4328,0.3616343088959722,0.4522466039707419,0.8138809128667142,1957,Veterans,NA,NA,NA,Y,Player,NA,1880,4,18,USA,NE,Wahoo,1968,6,15,USA,CA,Hollywood,Sam,Crawford,Samuel Earl,190,72,L,L,1899-09-10,1917-09-16,craws101,crawfsa01,1968-06-15,1880-04-18,Sam Crawford
cronijo01,170,7579,1926,1945,2285,1093,8672,3546,0.38952952029520294,0.46787175089061883,0.8574012711858218,1956,BBWAA,193,145,152,Y,Player,NA,1906,10,12,USA,CA,San Francisco,1984,9,7,USA,MA,Barnstable,Joe,Cronin,Joseph Edward,180,71,R,R,1926-04-29,1945-04-19,cronj101,cronijo01,1984-09-07,1906-10-12,Joe Cronin
cuyleki01,128,7161,1921,1938,2299,761,7922,3391,0.38626609442060084,0.47353721547269934,0.8598033098933002,1968,Veterans,NA,NA,NA,Y,Player,NA,1898,8,30,USA,MI,Harrisville,1950,2,11,USA,MI,Ann Arbor,Kiki,Cuyler,Hazen Shirley,180,70,R,R,1921-09-29,1938-09-14,cuylk101,cuyleki01,1950-02-11,1898-08-30,Kiki Cuyler
davisge01,73,9045,1890,1909,2665,949,9994,3663,0.36161697018210925,0.40497512437810945,0.7665920945602187,1998,Veterans,NA,NA,NA,Y,Player,NA,1870,8,23,USA,NY,Cohoes,1940,10,17,USA,PA,Philadelphia,George,Davis,George Stacey,180,69,B,R,1890-04-19,1909-08-15,davig102,davisge01,1940-10-17,1870-08-23,George Davis
dawsoan01,438,9927,1976,1996,2774,700,10745,4787,0.3233131689157748,0.48222020751485845,0.8055333764306332,2010,BBWAA,539,405,420,Y,Player,NA,1954,7,10,USA,FL,Miami,NA,NA,NA,NA,NA,NA,Andre,Dawson,Andre Nolan,180,75,R,R,1976-09-11,1996-09-29,dawsa001,dawsoan01,NA,1954-07-10,Andre Dawson
delahed01,101,7510,1888,1903,2597,836,8346,3794,0.41133477114785527,0.5051930758988016,0.9165278470466569,1945,Old Timers,NA,NA,NA,Y,Player,NA,1867,10,30,USA,OH,Cleveland,1903,7,2,CAN,ON,Niagara Falls,Ed,Delahanty,Edward James,170,73,R,R,1888-05-22,1903-06-25,delae101,delahed01,1903-07-02,1867-10-30,Ed Delahanty
dickebi01,202,6300,1928,1946,1969,709,7009,3062,0.3820801826223427,0.48603174603174604,0.8681119286540888,1954,BBWAA,252,189,202,Y,Player,NA,1907,6,6,USA,LA,Bastrop,1993,11,12,USA,AR,Little Rock,Bill,Dickey,William Malcolm,185,73,L,R,1928-08-15,1946-09-08,dickb101,dickebi01,1993-11-12,1907-06-06,Bill Dickey
dimagjo01,361,6821,1936,1951,2214,836,7657,3948,0.3983283270210265,0.5788007623515613,0.9771290893725878,1955,BBWAA,251,189,223,Y,Player,NA,1914,11,25,USA,CA,Martinez,1999,3,8,USA,FL,Hollywood,Joe,DiMaggio,Joseph Paul,193,74,R,R,1936-05-03,1951-09-30,dimaj101,dimagjo01,1999-03-08,1914-11-25,Joe DiMaggio
dobyla01,253,5348,1947,1959,1515,909,6282,2621,0.3858643744030564,0.4900897531787584,0.8759541275818148,1998,Veterans,NA,NA,NA,Y,Player,NA,1923,12,13,USA,SC,Camden,2003,6,18,USA,NJ,Montclair,Larry,Doby,Lawrence Eugene,180,73,L,R,1947-07-05,1959-07-26,dobyl101,dobyla01,2003-06-18,1923-12-13,Larry Doby
doerrbo01,223,7093,1937,1951,2042,820,7913,3270,0.3616833059522305,0.4610179049767376,0.8227012109289682,1986,Veterans,NA,NA,NA,Y,Player,NA,1918,4,7,USA,CA,Los Angeles,2017,11,13,USA,OR,Junction City,Bobby,Doerr,Robert Pershing,175,71,R,R,1937-04-20,1951-09-07,doerb101,doerrbo01,2017-11-13,1918-04-07,Bobby Doerr
duffyhu01,106,7044,1888,1906,2293,693,7737,3174,0.3859377019516608,0.4505962521294719,0.8365339540811327,1945,Old Timers,NA,NA,NA,Y,Player,NA,1866,11,26,USA,RI,Cranston,1954,10,19,USA,MA,Boston,Hugh,Duffy,Hugh,168,67,R,R,1888-06-23,1906-04-13,duffh101,duffyhu01,1954-10-19,1866-11-26,Hugh Duffy
eversjo01,12,6137,1902,1929,1659,817,6954,2051,0.35605406960023006,0.33420237901254685,0.6902564486127769,1946,Old Timers,NA,NA,NA,Y,Player,NA,1881,7,21,USA,NY,Troy,1947,3,28,USA,NY,Albany,Johnny,Evers,John Joseph,125,69,L,R,1902-09-01,1929-10-06,everj102,eversjo01,1947-03-28,1881-07-21,Johnny Evers
ewingbu01,71,5363,1880,1897,1625,401,5764,2444,0.3514920194309507,0.4557150848405743,0.807207104271525,1939,Old Timers,NA,NA,NA,Y,Player,NA,1859,10,17,USA,OH,Hoagland,1906,10,20,USA,OH,Cincinnati,Buck,Ewing,William,188,70,R,R,1880-09-09,1897-05-27,ewinb101,ewingbu01,1906-10-20,1859-10-17,Buck Ewing
ferreri01,28,6028,1929,1947,1692,941,6969,2190,0.3778160424738126,0.36330457863304577,0.7411206211068584,1984,Veterans,NA,NA,NA,Y,Player,NA,1905,10,12,USA,NC,Durham,1995,7,27,USA,MI,Bloomfield Hills,Rick,Ferrell,Richard Benjamin,160,70,R,R,1929-04-19,1947-09-14,ferrr101,ferreri01,1995-07-27,1905-10-12,Rick Ferrell
fiskca01,376,8756,1969,1993,2356,992,9827,3999,0.34069400630914826,0.45671539515760623,0.7974094014667545,2000,BBWAA,499,375,397,Y,Player,NA,1947,12,26,USA,VT,Bellows Falls,NA,NA,NA,NA,NA,NA,Carlton,Fisk,Carlton Ernest,200,75,R,R,1969-09-18,1993-06-22,fiskc001,fiskca01,NA,1947-12-26,Carlton Fisk
flickel01,48,5597,1898,1910,1752,696,6293,2492,0.38900365485460037,0.445238520636055,0.8342421754906554,1963,Veterans,NA,NA,NA,Y,Player,NA,1876,1,11,USA,OH,Bedford,1971,1,9,USA,OH,Bedford,Elmer,Flick,Elmer Harrison,168,69,L,R,1898-04-26,1910-07-04,flice101,flickel01,1971-01-09,1876-01-11,Elmer Flick
